"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 04 18:24:33 GMT 2023","Mon Dec 04 18:24:34 GMT 2023","385","tests.api_tests","test_api","","","","test_get_post_by_id","
    Test getting post by id
    :rtype: object
    "
"passed","Mon Dec 04 18:24:35 GMT 2023","Mon Dec 04 18:24:35 GMT 2023","448","tests.api_tests","test_api","","","","test_delete_post_by_id","
    Test deletion of already created post
    :rtype: object
    "
"passed","Mon Dec 04 18:24:31 GMT 2023","Mon Dec 04 18:24:31 GMT 2023","166","tests.api_tests","test_api","","","","test_create_user_without_email","
    Test creation of new user with incorrect parameters
    :rtype: object
    "
"passed","Mon Dec 04 18:24:30 GMT 2023","Mon Dec 04 18:24:31 GMT 2023","401","tests.api_tests","test_api","","","","test_get_user_by_id","
    Test getting user by id
    :rtype: object
    "
"passed","Mon Dec 04 18:24:32 GMT 2023","Mon Dec 04 18:24:32 GMT 2023","350","tests.api_tests","test_api","","","","test_delete_user_by_id","
    Test deletion of already created users
    :rtype: object
    "
"passed","Mon Dec 04 18:24:33 GMT 2023","Mon Dec 04 18:24:33 GMT 2023","199","tests.api_tests","test_api","","","","test_create_post","
    Test creation of new post
    :rtype: object
    "
"passed","Mon Dec 04 18:24:32 GMT 2023","Mon Dec 04 18:24:33 GMT 2023","433","tests.api_tests","test_api","","","","test_get_posts","
    Test get all post and check the type
    :rtype: object
    "
"passed","Mon Dec 04 18:24:29 GMT 2023","Mon Dec 04 18:24:30 GMT 2023","323","tests.api_tests","test_api","","","","test_get_users","
    Test get all users
    :rtype: object
    "
"passed","Mon Dec 04 18:24:34 GMT 2023","Mon Dec 04 18:24:35 GMT 2023","394","tests.api_tests","test_api","","","","test_update_post_by_id","
    Test update already created post by other data
    :rtype: object
    "
"passed","Mon Dec 04 18:24:31 GMT 2023","Mon Dec 04 18:24:32 GMT 2023","376","tests.api_tests","test_api","","","","test_update_user_by_id","
    Test update of already created users with different parameters
    :rtype: object
    "
"passed","Mon Dec 04 18:24:30 GMT 2023","Mon Dec 04 18:24:30 GMT 2023","218","tests.api_tests","test_api","","","","test_create_user","
    Testing creation of new user
    :rtype: object
    "
